,playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties,Unnamed: 0
1055,8470880,2018,Brian Elliott,PHI,G,all,26,81015.0,69.82,69.0,1374.0,49.34,74.0,167.29,206.0,729.8,740.0,23.95,23.0,392.18,281.0,307.89,354.0,66.59,754.0,185.0,73.0,22.11,22.55,25.15,19.0,23.0,27.0,362.0,2.0,1.0,1486.0
1056,8475215,2018,Robin Lehner,NYI,G,all,46,155686.0,108.82,93.0,2502.0,88.63,92.0,286.55,307.0,1259.12,1322.0,39.56,52.0,722.45,609.0,543.11,687.0,104.79,1404.0,327.0,90.0,41.76,38.41,28.66,37.0,34.0,22.0,681.0,0.0,0.0,1491.0
1057,8474889,2018,Martin Jones,S.J,G,all,62,213407.0,153.41,176.0,3171.0,118.25,158.0,377.94,339.0,1678.43,1698.0,64.18,67.0,926.45,710.0,725.89,916.0,147.21,1751.0,459.0,147.0,48.59,56.58,48.25,62.0,68.0,46.0,814.0,2.0,1.0,1496.0
1058,8470093,2018,Mike McKenna,PHI,G,all,11,30621.0,23.14,34.0,521.0,19.82,18.0,66.09,69.0,288.85,317.0,7.59,5.0,165.98,137.0,126.2,146.0,22.53,322.0,72.0,17.0,9.38,8.66,5.1,15.0,11.0,8.0,110.0,0.0,0.0,1501.0
1059,8475683,2018,Sergei Bobrovsky,CBJ,G,all,62,212208.0,159.67,153.0,3177.0,117.37,131.0,395.74,436.0,1730.32,1756.0,60.4,76.0,953.97,692.0,736.77,952.0,153.33,1787.0,494.0,140.0,53.58,59.34,46.75,66.0,57.0,30.0,756.0,2.0,1.0,1506.0
1060,8475660,2018,Cam Talbot,PHI,G,all,35,114227.0,89.07,109.0,1833.0,65.7,85.0,229.98,252.0,984.18,998.0,29.13,27.0,540.6,421.0,414.94,475.0,85.86,1027.0,267.0,79.0,30.42,32.92,25.73,43.0,38.0,28.0,460.0,0.0,0.0,1511.0
1061,8471679,2018,Carey Price,MTL,G,all,66,232919.0,166.51,163.0,3575.0,127.95,124.0,442.5,497.0,1907.34,1953.0,69.45,71.0,1044.79,872.0,810.73,933.0,161.26,1998.0,491.0,166.0,55.93,59.06,51.53,60.0,54.0,49.0,920.0,2.0,1.0,1516.0
1062,8470140,2016,Kari Lehtonen,DAL,G,all,59,190629.0,161.81,151.0,3061.0,112.31,155.0,369.81,344.0,1608.67,1547.0,52.41,62.0,873.89,692.0,642.65,815.0,154.06,1582.0,458.0,174.0,46.94,57.21,57.66,47.0,58.0,46.0,847.0,4.0,2.0,1521.0
1063,8470147,2016,Curtis McElhinney,TOR,G,all,21,68079.0,58.93,51.0,1106.0,40.81,50.0,145.35,115.0,625.05,616.0,20.43,22.0,341.96,261.0,248.78,341.0,55.67,627.0,166.0,63.0,17.55,19.74,21.64,22.0,16.0,13.0,250.0,0.0,0.0,1526.0
1064,8475789,2016,Jack Campbell,L.A,G,all,1,1200.0,1.48,0.0,10.0,0.39,0.0,1.78,2.0,7.57,5.0,0.43,2.0,3.54,3.0,2.6,5.0,1.4,6.0,0.0,4.0,0.18,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1531.0
1065,8477225,2016,Jared Coreau,DET,G,all,14,42436.0,32.77,41.0,669.0,25.49,25.0,84.6,80.0,368.56,363.0,10.79,9.0,206.5,162.0,151.33,194.0,30.96,382.0,96.0,35.0,10.88,11.65,10.23,16.0,10.0,15.0,156.0,0.0,0.0,1536.0
1066,8477312,2016,Antoine Bibeau,TOR,G,all,2,7239.0,5.59,4.0,114.0,3.79,1.0,13.95,13.0,61.2,55.0,2.64,3.0,33.72,30.0,28.05,35.0,5.56,68.0,17.0,2.0,2.21,2.16,1.23,0.0,2.0,2.0,27.0,0.0,0.0,1541.0
1067,8471219,2016,Al Montoya,MTL,G,all,19,67493.0,47.28,50.0,998.0,38.92,35.0,125.06,150.0,547.9,569.0,17.64,33.0,311.02,239.0,229.75,276.0,45.63,582.0,148.0,40.0,17.78,17.36,12.14,22.0,16.0,12.0,228.0,2.0,1.0,1546.0
1068,8475215,2016,Robin Lehner,BUF,G,all,59,204328.0,152.51,152.0,3321.0,126.04,124.0,424.2,378.0,1829.83,1912.0,53.33,61.0,1050.81,807.0,752.0,1041.0,147.48,1979.0,464.0,123.0,55.3,55.39,41.82,43.0,60.0,49.0,755.0,6.0,3.0,1551.0
1069,8479292,2016,Charlie Lindgren,MTL,G,all,2,7302.0,4.75,3.0,93.0,3.61,0.0,11.56,20.0,56.27,59.0,1.92,1.0,32.2,28.0,26.01,28.0,4.68,60.0,17.0,3.0,1.83,2.13,0.79,2.0,1.0,0.0,13.0,0.0,0.0,1556.0
1070,8475195,2016,Anders Nilsson,BUF,G,all,26,89055.0,77.75,66.0,1545.0,60.11,71.0,195.95,219.0,853.35,858.0,22.88,23.0,488.48,357.0,344.38,447.0,74.48,892.0,233.0,71.0,26.16,28.15,23.43,21.0,20.0,25.0,349.0,0.0,0.0,1561.0
1071,8476945,2016,Connor Hellebuyck,WPG,G,all,55,180811.0,136.35,144.0,2850.0,104.84,114.0,350.03,339.0,1523.58,1567.0,47.68,52.0,853.95,666.0,625.68,813.0,131.32,1656.0,349.0,125.0,49.04,42.66,44.65,58.0,46.0,40.0,720.0,0.0,0.0,1566.0
1072,8475876,2016,Zane McIntyre,BOS,G,all,8,19957.0,13.23,22.0,290.0,10.65,14.0,34.18,28.0,148.02,155.0,6.16,6.0,82.0,55.0,61.13,82.0,12.74,152.0,41.0,13.0,4.1,5.39,3.74,5.0,10.0,7.0,84.0,0.0,0.0,1571.0
1073,8470594,2016,Marc-Andre Fleury,PIT,G,all,38,127515.0,107.42,107.0,2084.0,78.74,101.0,254.62,215.0,1123.59,1181.0,36.07,63.0,612.4,501.0,458.44,581.0,102.58,1105.0,333.0,110.0,31.38,40.94,35.11,29.0,47.0,31.0,536.0,6.0,3.0,1576.0
1074,8474682,2016,Dustin Tokarski,ANA,G,all,1,587.0,0.18,0.0,8.0,0.57,0.0,1.0,0.0,5.19,5.0,0.15,0.0,3.41,4.0,1.69,3.0,0.18,7.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1581.0
1075,8476433,2016,Magnus Hellberg,NYR,G,all,2,4711.0,2.79,2.0,66.0,2.0,3.0,7.17,12.0,30.8,28.0,1.52,2.0,16.31,10.0,12.77,14.0,2.74,30.0,9.0,3.0,0.8,1.21,0.78,0.0,0.0,2.0,24.0,0.0,0.0,1586.0
1076,8469608,2016,Mike Smith,ARI,G,all,53,184637.0,170.19,151.0,3295.0,129.18,155.0,414.09,450.0,1830.52,1753.0,46.27,40.0,1025.35,839.0,751.19,874.0,161.72,1913.0,472.0,165.0,56.28,57.17,56.74,47.0,53.0,51.0,745.0,14.0,7.0,1591.0
1077,8473461,2016,Steve Mason,PHI,G,all,58,193477.0,142.89,143.0,3021.0,104.41,120.0,361.07,366.0,1565.88,1556.0,53.75,68.0,852.72,675.0,652.89,799.0,138.34,1582.0,455.0,128.0,45.89,56.43,40.57,33.0,61.0,49.0,856.0,0.0,0.0,1596.0
1078,8473614,2016,Richard Bachman,VAN,G,all,5,17711.0,14.88,13.0,305.0,11.47,11.0,38.1,42.0,164.76,162.0,4.37,7.0,96.55,78.0,69.53,87.0,14.57,177.0,44.0,15.0,5.92,5.16,3.81,4.0,6.0,3.0,69.0,0.0,0.0,1601.0
1079,8474636,2016,Michael Hutchinson,WPG,G,all,28,82700.0,59.46,67.0,1253.0,46.0,37.0,149.2,194.0,654.83,691.0,19.18,21.0,374.22,261.0,273.29,357.0,57.79,712.0,173.0,46.0,22.42,20.9,16.14,27.0,18.0,22.0,322.0,0.0,0.0,1606.0
1080,8479496,2016,David Rittich,CGY,G,all,1,1200.0,0.78,1.0,21.0,0.69,1.0,2.2,3.0,8.72,10.0,0.19,0.0,5.48,5.0,3.51,3.0,0.74,10.0,2.0,1.0,0.3,0.21,0.27,0.0,1.0,0.0,8.0,0.0,0.0,1611.0
1081,8476316,2016,Laurent Brossoit,EDM,G,all,8,19947.0,13.64,11.0,305.0,10.69,7.0,34.88,31.0,154.05,153.0,5.27,5.0,86.42,84.0,62.45,74.0,13.02,155.0,49.0,9.0,4.94,5.94,2.75,5.0,6.0,0.0,92.0,0.0,0.0,1616.0
1082,8475663,2016,Eddie Lack,CAR,G,all,20,65391.0,48.71,48.0,976.0,36.65,41.0,122.82,113.0,535.36,492.0,17.93,19.0,294.68,227.0,217.76,281.0,47.3,521.0,177.0,40.0,15.36,21.55,11.8,12.0,24.0,12.0,238.0,0.0,0.0,1621.0
1083,8474092,2016,Jeremy Smith,COL,G,all,10,32563.0,24.72,32.0,487.0,18.7,23.0,61.39,71.0,270.05,286.0,7.64,6.0,150.22,92.0,113.26,150.0,23.95,285.0,63.0,29.0,8.26,7.36,9.09,10.0,10.0,12.0,110.0,0.0,0.0,1626.0
1084,8476903,2016,Jon Gillies,CGY,G,all,1,3600.0,3.35,1.0,57.0,2.44,6.0,8.27,6.0,34.22,28.0,0.79,3.0,17.69,13.0,13.19,17.0,3.12,29.0,14.0,3.0,0.82,1.7,0.83,1.0,0.0,0.0,11.0,0.0,0.0,1631.0
1085,8476999,2016,Linus Ullmark,BUF,G,all,1,3524.0,3.78,3.0,55.0,2.4,2.0,7.02,18.0,31.14,36.0,0.71,0.0,16.63,9.0,12.19,10.0,3.66,25.0,14.0,4.0,0.98,1.78,1.02,1.0,1.0,1.0,12.0,0.0,0.0,1636.0
1086,8470880,2016,Brian Elliott,CGY,G,all,49,169465.0,123.04,121.0,2482.0,92.21,92.0,304.99,391.0,1333.6,1340.0,45.13,55.0,743.59,503.0,543.93,683.0,118.85,1395.0,343.0,113.0,38.65,43.51,40.88,30.0,56.0,35.0,631.0,4.0,2.0,1641.0
1087,8477831,2016,Pheonix Copley,STL,G,all,1,3536.0,3.39,5.0,48.0,2.02,3.0,5.44,4.0,27.11,29.0,1.03,1.0,13.99,9.0,11.3,14.0,3.33,20.0,13.0,4.0,0.83,1.59,0.96,1.0,2.0,2.0,11.0,0.0,0.0,1646.0
1088,8471227,2016,Devan Dubnyk,MIN,G,all,65,225180.0,140.95,141.0,3445.0,123.24,123.0,429.82,436.0,1830.39,1842.0,59.71,71.0,1046.91,780.0,767.69,1012.0,136.27,2049.0,405.0,113.0,54.95,48.29,37.7,54.0,51.0,36.0,878.0,10.0,5.0,1651.0
1089,8476992,2016,Marek Mazanec,NSH,G,all,4,10655.0,7.7,14.0,158.0,5.84,3.0,20.92,23.0,90.53,87.0,3.48,4.0,50.87,28.0,38.65,58.0,7.56,94.0,27.0,6.0,2.66,3.52,1.53,5.0,6.0,3.0,31.0,0.0,0.0,1656.0
1090,8479115,2016,Jorge Alves,CAR,G,all,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661.0
1091,8475831,2016,Philipp Grubauer,WSH,G,all,24,75874.0,54.51,43.0,1108.0,42.08,50.0,139.79,152.0,597.77,585.0,19.14,18.0,335.15,252.0,237.77,299.0,51.99,597.0,182.0,50.0,16.99,21.56,15.97,10.0,15.0,18.0,279.0,0.0,0.0,1666.0
1092,8475717,2016,Calvin Pickard,COL,G,all,50,168016.0,121.88,140.0,2585.0,96.85,105.0,321.97,382.0,1405.21,1461.0,41.77,40.0,807.95,582.0,602.39,731.0,115.82,1519.0,370.0,108.0,40.87,44.28,36.73,49.0,53.0,38.0,588.0,2.0,1.0,1671.0
1093,8475839,2016,Louis Domingue,ARI,G,all,31,95921.0,79.3,82.0,1668.0,62.75,84.0,206.78,217.0,901.21,888.0,22.86,25.0,512.3,387.0,370.89,462.0,75.8,947.0,244.0,71.0,28.06,28.86,22.38,32.0,26.0,24.0,406.0,0.0,0.0,1676.0
1094,8466141,2016,Roberto Luongo,FLA,G,all,40,139418.0,107.53,104.0,2017.0,75.5,98.0,258.57,297.0,1128.97,1218.0,38.5,37.0,628.18,449.0,473.08,600.0,101.93,1155.0,321.0,106.0,33.81,37.43,36.29,40.0,31.0,33.0,435.0,4.0,2.0,1681.0
1095,8477484,2016,Spencer Martin,COL,G,all,2,7088.0,5.61,10.0,110.0,5.05,7.0,14.21,8.0,65.48,66.0,1.5,4.0,38.17,27.0,26.91,34.0,5.27,65.0,23.0,4.0,1.78,2.87,0.96,4.0,5.0,1.0,18.0,0.0,0.0,1686.0
1096,8475311,2016,Darcy Kuemper,MIN,G,all,18,63182.0,44.5,55.0,1046.0,36.97,40.0,132.58,134.0,555.19,562.0,17.62,22.0,320.26,243.0,237.51,302.0,42.8,611.0,146.0,34.0,16.5,17.71,10.3,26.0,20.0,9.0,255.0,4.0,2.0,1691.0
1097,8468011,2016,Ryan Miller,VAN,G,all,54,192711.0,146.94,150.0,2998.0,115.93,97.0,375.36,466.0,1660.06,1737.0,45.03,45.0,933.01,709.0,689.33,831.0,142.44,1740.0,453.0,122.0,49.39,56.12,41.43,48.0,56.0,46.0,683.0,2.0,1.0,1696.0
1098,8477465,2016,Tristan Jarry,PIT,G,all,1,3525.0,2.29,3.0,50.0,1.85,0.0,6.45,9.0,26.56,25.0,0.81,1.0,15.75,13.0,10.78,11.0,2.25,27.0,9.0,2.0,0.95,0.93,0.41,2.0,1.0,0.0,12.0,0.0,0.0,1701.0
1099,8477480,2016,Eric Comrie,WPG,G,all,1,3558.0,3.77,4.0,71.0,2.26,3.0,8.38,12.0,37.31,39.0,0.89,1.0,19.02,13.0,15.4,17.0,3.61,35.0,10.0,5.0,1.03,1.34,1.4,1.0,1.0,2.0,21.0,0.0,0.0,1706.0
1100,8473499,2016,Reto Berra,FLA,G,all,7,18787.0,14.83,18.0,263.0,10.56,18.0,34.62,32.0,149.83,145.0,5.72,8.0,81.81,60.0,63.8,81.0,14.3,150.0,45.0,16.0,4.33,5.41,5.09,6.0,7.0,5.0,52.0,0.0,0.0,1711.0
1101,8473434,2016,Chad Johnson,CGY,G,all,36,120792.0,94.7,87.0,1850.0,68.91,77.0,224.21,254.0,995.33,969.0,28.93,29.0,565.8,410.0,405.66,532.0,91.43,1028.0,274.0,90.0,30.12,33.2,31.38,30.0,29.0,28.0,458.0,0.0,0.0,1716.0
1102,8471469,2016,Pekka Rinne,NSH,G,all,61,212867.0,145.61,144.0,3233.0,118.34,116.0,398.93,440.0,1748.01,1757.0,58.23,66.0,981.43,753.0,731.13,920.0,140.39,1923.0,377.0,131.0,53.78,46.15,45.68,42.0,52.0,50.0,802.0,4.0,2.0,1721.0
1103,8469514,2016,Peter Budaj,T.B,G,all,60,198496.0,130.4,120.0,2763.0,98.73,88.0,335.18,306.0,1469.69,1414.0,55.61,84.0,813.94,633.0,604.42,825.0,126.09,1523.0,397.0,109.0,45.73,48.36,36.32,44.0,40.0,36.0,734.0,0.0,0.0,1726.0
1104,8477180,2016,Aaron Dell,S.J,G,all,20,66633.0,49.84,37.0,1077.0,36.95,40.0,126.11,124.0,540.96,533.0,18.18,23.0,304.84,247.0,223.17,296.0,48.04,556.0,162.0,41.0,15.78,19.65,14.4,7.0,16.0,14.0,318.0,0.0,0.0,1731.0
1105,8476904,2016,Chris Driedger,OTT,G,all,1,2400.0,1.62,4.0,39.0,1.23,1.0,4.35,5.0,17.43,15.0,0.88,2.0,10.87,9.0,7.36,5.0,1.57,22.0,2.0,2.0,0.84,0.18,0.6,3.0,0.0,1.0,13.0,0.0,0.0,1736.0
1106,8473553,2016,Jeff Zatkoff,L.A,G,all,13,33024.0,17.61,27.0,413.0,14.81,12.0,50.41,61.0,219.53,223.0,9.49,13.0,122.18,68.0,89.19,126.0,17.2,222.0,68.0,11.0,6.15,8.22,3.23,8.0,13.0,6.0,112.0,0.0,0.0,1741.0
1107,8475622,2016,Carter Hutton,STL,G,all,30,87543.0,59.14,58.0,1264.0,46.29,46.0,152.32,169.0,669.95,663.0,21.11,24.0,377.93,291.0,273.09,342.0,57.53,698.0,184.0,48.0,21.1,22.34,15.7,19.0,23.0,16.0,334.0,4.0,2.0,1746.0
1108,8473503,2016,James Reimer,FLA,G,all,42,135575.0,100.85,96.0,2013.0,77.54,91.0,256.87,280.0,1135.8,1187.0,38.42,52.0,649.15,482.0,475.13,604.0,97.22,1196.0,314.0,87.0,35.27,37.08,28.51,30.0,37.0,29.0,416.0,2.0,1.0,1751.0
1109,8474593,2016,Jacob Markstrom,VAN,G,all,25,84710.0,64.71,62.0,1225.0,48.31,49.0,148.81,172.0,685.36,693.0,20.88,26.0,384.63,287.0,280.52,357.0,62.36,682.0,210.0,57.0,21.58,24.49,18.64,17.0,26.0,19.0,276.0,2.0,1.0,1756.0
1110,8471734,2016,Jonathan Quick,L.A,G,all,17,55857.0,44.19,35.0,833.0,32.12,48.0,106.42,104.0,462.03,421.0,15.87,28.0,250.46,183.0,184.72,239.0,42.36,454.0,139.0,40.0,12.78,16.99,14.42,11.0,10.0,14.0,200.0,2.0,1.0,1761.0
1111,8477356,2016,Kristers Gudlevskis,T.B,G,all,1,687.0,0.23,0.0,7.0,0.3,0.0,0.94,2.0,4.38,3.0,0.21,0.0,2.67,1.0,1.73,3.0,0.23,6.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1766.0
1112,8476876,2016,Malcolm Subban,BOS,G,all,1,1836.0,1.58,3.0,25.0,1.09,1.0,3.84,2.0,16.62,16.0,0.6,0.0,8.69,5.0,7.25,12.0,1.55,16.0,6.0,1.0,0.36,0.81,0.41,0.0,2.0,1.0,2.0,0.0,0.0,1771.0
1113,8473541,2016,Jonathan Bernier,ANA,G,all,39,119591.0,81.91,83.0,1985.0,73.94,67.0,245.89,268.0,1049.61,982.0,32.85,38.0,613.84,523.0,438.26,496.0,79.33,1168.0,266.0,55.0,32.64,31.94,17.32,27.0,36.0,20.0,496.0,4.0,2.0,1776.0
1114,8477202,2016,Andrew Hammond,OTT,G,all,6,11405.0,9.22,14.0,161.0,6.24,4.0,19.01,21.0,86.54,86.0,3.32,5.0,49.96,33.0,35.77,46.0,9.06,82.0,34.0,7.0,2.67,4.22,2.32,7.0,4.0,3.0,38.0,0.0,0.0,1781.0
1115,8471679,2016,Carey Price,MTL,G,all,62,222488.0,156.05,138.0,3378.0,119.46,114.0,402.05,475.0,1741.08,1794.0,59.71,68.0,959.87,780.0,714.93,845.0,150.11,1811.0,457.0,140.0,51.26,57.41,47.37,54.0,50.0,34.0,970.0,4.0,2.0,1786.0
1116,8476883,2016,Andrei Vasilevskiy,T.B,G,all,50,169876.0,124.09,123.0,2550.0,100.03,88.0,320.15,364.0,1421.8,1480.0,44.2,55.0,807.37,609.0,581.76,731.0,120.18,1469.0,416.0,94.0,41.53,50.39,32.16,50.0,37.0,36.0,571.0,2.0,1.0,1791.0
1117,8474889,2016,Martin Jones,S.J,G,all,64,224343.0,159.08,150.0,3455.0,122.66,122.0,397.02,380.0,1760.03,1692.0,63.65,57.0,977.22,783.0,731.14,971.0,150.87,1810.0,494.0,141.0,51.86,60.73,46.49,54.0,52.0,44.0,1010.0,0.0,0.0,1796.0
1118,8471306,2016,Thomas Greiss,NYI,G,all,51,168797.0,132.05,126.0,2861.0,101.72,89.0,340.62,314.0,1477.87,1453.0,46.25,52.0,840.66,672.0,620.34,825.0,126.83,1585.0,389.0,112.0,47.88,47.74,36.43,48.0,41.0,37.0,775.0,0.0,0.0,1801.0
1119,8477237,2016,Mike Condon,OTT,G,all,41,139440.0,97.93,96.0,2234.0,78.87,80.0,268.31,266.0,1154.85,1122.0,36.73,35.0,655.15,563.0,489.24,580.0,95.14,1247.0,299.0,82.0,36.51,35.49,25.94,40.0,36.0,20.0,606.0,4.0,2.0,1806.0
1120,8471750,2016,Ben Bishop,L.A,G,all,39,133357.0,93.75,94.0,1923.0,74.18,77.0,240.75,252.0,1046.73,1040.0,37.1,30.0,591.96,458.0,427.81,548.0,90.72,1070.0,318.0,75.0,32.02,38.12,23.61,29.0,41.0,24.0,460.0,10.0,5.0,1811.0
1121,8475660,2016,Cam Talbot,EDM,G,all,72,253444.0,197.96,169.0,3970.0,144.07,170.0,472.79,508.0,2063.59,2078.0,68.27,72.0,1143.88,899.0,828.08,1031.0,186.82,2068.0,605.0,183.0,62.34,73.27,62.34,39.0,75.0,55.0,1114.0,2.0,1.0,1816.0
1122,8467950,2016,Craig Anderson,OTT,G,all,40,145274.0,102.59,92.0,2435.0,83.83,78.0,291.91,283.0,1238.62,1247.0,37.91,35.0,701.64,576.0,517.76,661.0,98.93,1342.0,311.0,86.0,38.02,37.08,27.49,37.0,25.0,30.0,696.0,0.0,0.0,1821.0
1123,8470657,2016,Jimmy Howard,DET,G,all,26,83803.0,57.02,49.0,1271.0,46.8,43.0,159.0,177.0,684.83,675.0,20.67,20.0,384.83,317.0,286.75,349.0,54.91,732.0,174.0,51.0,20.15,21.37,15.5,20.0,15.0,14.0,314.0,2.0,1.0,1826.0
1124,8470860,2016,Jaroslav Halak,NYI,G,all,28,96329.0,77.16,75.0,1715.0,61.3,52.0,201.49,220.0,877.95,885.0,25.92,31.0,498.69,387.0,360.71,462.0,74.36,936.0,225.0,67.0,26.58,27.29,23.3,26.0,23.0,26.0,487.0,0.0,0.0,1831.0
1125,8471695,2016,Tuukka Rask,BOS,G,all,65,219575.0,136.61,137.0,3125.0,112.84,100.0,384.88,385.0,1640.91,1612.0,64.88,86.0,925.07,708.0,681.17,911.0,131.39,1739.0,433.0,123.0,46.5,51.93,38.18,45.0,55.0,37.0,830.0,0.0,0.0,1836.0
1126,8473575,2016,Semyon Varlamov,COL,G,all,24,80867.0,65.46,76.0,1314.0,48.85,64.0,163.14,148.0,704.6,745.0,19.22,28.0,393.93,287.0,286.42,380.0,61.16,732.0,188.0,61.0,20.68,23.07,21.71,28.0,30.0,18.0,333.0,0.0,0.0,1841.0
1127,8474596,2016,Jake Allen,STL,G,all,61,205099.0,130.69,138.0,3022.0,109.16,101.0,374.57,434.0,1623.7,1620.0,49.82,52.0,907.13,613.0,668.03,890.0,126.06,1751.0,378.0,112.0,46.38,46.33,37.98,51.0,44.0,43.0,781.0,4.0,2.0,1846.0
1128,8474152,2016,Scott Darling,CHI,G,all,32,101315.0,74.89,67.0,1574.0,57.53,76.0,189.64,149.0,829.21,877.0,25.02,31.0,458.18,374.0,338.04,449.0,71.65,843.0,227.0,75.0,23.83,27.15,23.92,22.0,20.0,25.0,429.0,0.0,0.0,1851.0
1129,8470645,2016,Corey Crawford,CHI,G,all,55,194812.0,146.85,138.0,3060.0,112.7,142.0,377.25,346.0,1633.5,1691.0,50.9,52.0,909.64,691.0,668.9,890.0,139.54,1715.0,411.0,144.0,48.21,50.48,48.16,49.0,44.0,45.0,790.0,2.0,1.0,1856.0
1130,8477293,2016,Antti Raanta,NYR,G,all,30,97040.0,69.48,61.0,1464.0,51.84,47.0,181.17,179.0,779.21,782.0,26.56,20.0,436.13,351.0,318.6,417.0,66.23,806.0,220.0,57.0,23.18,26.54,19.75,19.0,27.0,15.0,381.0,0.0,0.0,1861.0
1131,8475234,2016,J-F Berube,NYI,G,all,14,31609.0,20.19,30.0,465.0,16.4,13.0,61.87,80.0,257.78,271.0,9.02,14.0,144.88,105.0,113.44,122.0,19.71,298.0,55.0,12.0,8.59,6.32,5.29,14.0,10.0,6.0,100.0,0.0,0.0,1866.0
1132,8471251,2016,Justin Peters,ARI,G,all,3,7975.0,5.54,7.0,116.0,4.76,8.0,15.2,19.0,65.77,70.0,2.18,2.0,37.67,25.0,26.53,30.0,5.26,70.0,20.0,2.0,2.24,2.85,0.46,3.0,4.0,0.0,24.0,0.0,0.0,1871.0
1133,8468038,2016,Michael Leighton,CAR,G,all,4,12617.0,8.81,12.0,188.0,6.32,11.0,22.32,12.0,93.47,92.0,3.25,8.0,52.49,40.0,37.91,52.0,8.52,93.0,30.0,8.0,2.33,3.84,2.63,3.0,4.0,5.0,57.0,0.0,0.0,1876.0
1134,8471239,2016,Cory Schneider,N.J,G,all,60,208070.0,159.44,163.0,3129.0,118.25,109.0,401.8,480.0,1778.08,1781.0,50.21,55.0,972.58,682.0,735.12,943.0,153.52,1800.0,519.0,128.0,54.41,62.46,42.56,54.0,60.0,49.0,682.0,0.0,0.0,1881.0
1135,8474651,2016,Braden Holtby,WSH,G,all,62,217241.0,161.31,126.0,3203.0,120.87,146.0,398.81,427.0,1722.21,1661.0,58.27,48.0,950.69,771.0,703.32,866.0,154.9,1768.0,458.0,165.0,51.55,56.54,53.22,35.0,42.0,49.0,812.0,0.0,0.0,1886.0
1136,8475852,2016,Petr Mrazek,DET,G,all,50,171451.0,127.24,145.0,2584.0,99.35,92.0,325.43,292.0,1440.42,1463.0,42.46,49.0,801.83,639.0,592.44,790.0,123.14,1461.0,427.0,104.0,41.09,52.54,33.61,58.0,47.0,40.0,592.0,2.0,1.0,1891.0
1137,8471418,2016,Anton Khudobin,BOS,G,all,16,51887.0,38.88,39.0,737.0,28.1,28.0,92.26,109.0,410.51,406.0,15.7,22.0,221.91,178.0,167.74,190.0,37.52,400.0,120.0,42.0,11.29,14.38,13.21,10.0,16.0,13.0,175.0,2.0,1.0,1896.0
1138,8468685,2016,Henrik Lundqvist,NYR,G,all,56,190526.0,140.05,146.0,3080.0,108.4,116.0,372.51,373.0,1616.77,1620.0,50.99,60.0,910.2,729.0,682.3,853.0,134.98,1718.0,433.0,116.0,48.06,53.06,38.94,48.0,51.0,47.0,813.0,0.0,0.0,1901.0
1139,8473523,2016,Jhonas Enroth,TOR,G,all,6,16466.0,14.09,18.0,242.0,9.36,9.0,30.06,34.0,137.35,141.0,4.85,2.0,76.73,52.0,55.54,73.0,13.81,131.0,46.0,13.0,3.98,5.26,4.85,9.0,5.0,4.0,52.0,0.0,0.0,1906.0
1140,8476434,2016,John Gibson,ANA,G,all,52,177021.0,123.16,109.0,2657.0,100.36,110.0,328.39,354.0,1443.85,1438.0,48.38,45.0,810.02,622.0,598.71,765.0,118.84,1515.0,391.0,103.0,40.88,47.19,35.08,30.0,45.0,34.0,648.0,4.0,2.0,1911.0
1141,8475883,2016,Frederik Andersen,TOR,G,all,66,227960.0,192.24,169.0,3841.0,139.11,134.0,490.14,430.0,2101.64,2052.0,65.25,76.0,1161.07,994.0,870.66,1110.0,185.36,2192.0,554.0,176.0,65.15,65.98,61.11,67.0,46.0,56.0,919.0,6.0,3.0,1916.0
1142,8474550,2016,Antti Niemi,DAL,G,all,37,103710.0,87.62,95.0,1732.0,62.11,89.0,210.97,184.0,906.66,881.0,30.58,31.0,496.64,407.0,369.6,456.0,83.41,936.0,219.0,102.0,26.01,26.75,34.86,31.0,30.0,34.0,475.0,0.0,0.0,1921.0
1143,8476234,2016,Keith Kinkaid,N.J,G,all,26,88565.0,72.37,65.0,1395.0,50.82,53.0,176.51,201.0,759.27,779.0,21.87,35.0,420.78,333.0,306.44,368.0,69.39,778.0,206.0,68.0,23.03,24.87,24.48,17.0,24.0,24.0,343.0,0.0,0.0,1926.0
1144,8471715,2016,Ondrej Pavelec,WPG,G,all,8,26370.0,20.62,26.0,401.0,14.86,22.0,49.19,58.0,216.06,233.0,6.93,9.0,117.01,83.0,86.39,103.0,20.04,216.0,62.0,17.0,6.49,7.69,6.45,8.0,7.0,11.0,106.0,0.0,0.0,1931.0
